run_label,mode,staleness,mean_iter_s,throughput_its
s=1,bounded_delay,1,0.03171909026665768,31.526755389046425
s=2,bounded_delay,2,0.030972816666811318,32.28637584877911
s=5,bounded_delay,5,0.030855020933086053,32.40963609030299
s=10,bounded_delay,10,0.031750802700116765,31.495266732148554
s=20,bounded_delay,20,0.036787262467017474,27.183321969025954
sequential BSP,sequential_bsp,,0.030477831866301132,32.81073287584097
asynchronous,asynchronous,,0.02584701116696427,38.68919286412991
